127.0.0.1 - - [03/Mar/2016:08:45:57 -0500] "GET / HTTP/1.1" 404 1004
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:18:58 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 200 14030
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:24 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:53 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9144
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 200 14030
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/tabs-content-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/tabs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/bg-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/search-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/menu-row-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/marker-1.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/footer-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/button-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/button-marker.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/button-shadow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/tabs-a.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:21:56 -0500] "GET /MANAGER_FITNESS/images/search-icon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9144
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:22:14 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:15 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9302
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:15 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:15 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:15 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:15 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:29 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9302
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:29 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:29 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:29 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:31:30 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:35 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9156
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:35 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:35 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:35 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 200 9194
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/tabs-content-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/bg-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/tabs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/menu-row-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/footer-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/marker-1.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/button-marker.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/search-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/button-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/button-shadow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/search-icon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:36 -0500] "GET /MANAGER_FITNESS/images/tabs-a.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9156
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 200 9194
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/bg-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/menu-row-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 200 28252
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/search-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/tabs-a.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/search-icon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/tabs-content-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/tabs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/button-shadow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/marker-1.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/button-marker.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/footer-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:35:42 -0500] "GET /MANAGER_FITNESS/images/button-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:14 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:14 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:14 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:18 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/css/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/css/grid.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/js/jquery-1.6.3.min.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/js/tabs.js HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/page1-img1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/page1-img3.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/page1-img6.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/page1-img7.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/page1-img4.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/page1-img5.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/tabs-content-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/bg-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/tabs-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/search-bg.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/footer-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/marker-1.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/button-marker.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/button-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/button-shadow.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/logo.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/search-icon.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/menu-row-tail.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:36:23 -0500] "GET /MANAGER_FITNESS/images/tabs-a.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:37:03 -0500] "GET /MANAGER_FITNESS/images/page1-img2.jpg HTTP/1.1" 404 1078
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:37:05 -0500] "GET /MANAGER_FITNESS/index.html HTTP/1.1" 200 9133
0:0:0:0:0:0:0:1 - - [03/Mar/2016:11:37:05 -0500] "GET /MANAGER_FITNESS/css/reset.css HTTP/1.1" 304 -
